,rooms,area,floor,total_floors,city,district,residential_complex,house_type,condition,bathroom,ceiling_height,house_age,floor_ratio,is_first_floor,is_last_floor,description_len,lat,lon,coordinates_found,price_per_m2,price
5716,2,73.06,5.0,13.5,Астана,Нура р-н,Casa Mia,монолитный,unknown,совмещенный,3.0,0,0.6,0,0,2077,51.1282205,71.4306682,1,440000.0,32146400
5717,1,44.0,4.0,12.0,Алматы,Алатауский р-н,Arena Park,монолитный,unknown,unknown,2.7,2,0.3333333333333333,0,0,821,43.2709057,76.8136899,1,886363.64,39000000
5718,1,43.0,7.0,9.0,Алматы,Ауэзовский р-н,TAYMAS,монолитный,unknown,unknown,3.0,1,0.7777777777777778,0,0,1023,43.1948318,76.8883234,1,1116279.07,48000000
5719,1,43.1,8.0,9.0,Астана,Алматы р-н,Факультет,кирпичный,"не новый, но аккуратный ремонт",совмещенный,2.7,21,0.8888888888888888,0,0,83,51.1479793,71.4671618,1,554524.52,23900007
5720,2,70.43,3.0,12.0,Астана,Есильский р-н,MoD. Urban,монолитный,unknown,unknown,3.0,1,0.25,0,0,111,51.1079256,71.4273513,0,724123.24,51000000
5721,3,70.4,3.0,12.0,Алматы,Алатауский р-н,Qargaly City,монолитный,свежий ремонт,раздельный,2.85,2,0.25,0,0,1291,43.3121324,76.9234014,1,653409.09,46000000
5722,1,40.0,5.0,10.0,Астана,Нура р-н,Sen,монолитный,unknown,unknown,3.0,4,0.5,0,0,186,51.1282205,71.3890349,0,675000.0,27000000
5723,4,84.0,5.0,5.0,Алматы,Ауэзовский р-н,unknown,панельный,unknown,раздельный,2.8,36,1.0,0,1,717,43.2149014,76.87683609999999,0,619047.62,52000000
5724,1,40.0,5.0,5.0,Алматы,Жетысуский р-н,unknown,панельный,"не новый, но аккуратный ремонт",раздельный,2.85,41,1.0,0,1,77,43.2711002,76.9314325,0,587500.0,23500000
5725,3,67.0,4.0,5.0,Алматы,Жетысуский р-н,unknown,панельный,unknown,unknown,2.8,41,0.8,0,0,274,43.2711002,76.9314325,0,820895.52,55000000
5726,2,50.0,10.0,14.0,Алматы,Бостандыкский р-н,RAMS City,монолитный,свежий ремонт,совмещенный,2.7,3,0.7142857142857143,0,0,398,43.2186767,76.8877608,1,840000.0,42000000
5727,1,35.0,5.0,16.0,Астана,Есильский р-н,unknown,монолитный,unknown,unknown,2.8,8,0.3125,0,0,119,51.0902505,71.4555843,1,628571.43,22000000
5728,3,80.0,15.0,16.0,Астана,Алматы р-н,Bai-Tursyn,монолитный,unknown,раздельный,2.85,4,0.9375,0,0,817,51.1278137,71.4580125,1,662500.0,53000000
5729,3,88.39,11.0,12.0,Астана,Нура р-н,Madrid 3,кирпичный,черновая отделка,совмещенный,3.0,1,0.9166666666666666,0,0,382,51.1449391,71.3650171,1,429912.89,38000000
5730,3,82.0,1.0,9.0,Алматы,Алатауский р-н,unknown,монолитный,unknown,unknown,3.0,16,0.1111111111111111,1,0,131,43.2609721,76.87274995,0,731707.32,60000000
5731,3,165.0,23.0,30.0,Алматы,Бостандыкский р-н,Нурлы Тау,монолитный,unknown,2 с/у и более,3.0,16,0.7666666666666667,0,0,362,43.2192746,76.9292773,1,1000000.0,165000000
5732,3,82.0,9.0,9.0,Астана,Сарайшык р-н,Classic,кирпичный,черновая отделка,2 с/у и более,2.8,0,1.0,0,1,1690,51.1182309,71.4599642,1,445121.95,36500000
5733,3,83.7,24.0,24.0,Астана,Есильский р-н,Триумф Астаны,монолитный,unknown,2 с/у и более,4.7,20,1.0,0,1,2138,51.1404261,71.4150636,1,716845.88,60000000
5734,2,61.0,6.0,9.0,Алматы,Ауэзовский р-н,ASYL MURA,монолитный,черновая отделка,unknown,3.0,0,0.6666666666666666,0,0,486,43.2149014,76.87683609999999,0,1065573.77,65000000
5735,2,38.1,4.0,12.0,Алматы,Наурызбайский р-н,TANDAU,монолитный,черновая отделка,unknown,3.0,1,0.3333333333333333,0,0,645,43.2169826,76.8078742,0,754593.18,28750000
5736,2,65.6,13.0,15.0,Астана,Алматы р-н,София,монолитный,черновая отделка,unknown,2.9,4,0.8666666666666667,0,0,27,51.1282205,71.4306682,1,396341.46,26000000
5738,2,55.67,5.0,6.0,Алматы,Турксибский р-н,Buta Albion,монолитный,свободная планировка,unknown,2.85,0,0.8333333333333334,0,0,1488,43.3107502,76.95789,0,488593.5,27200000
5739,1,42.5,11.0,12.0,Астана,Нура р-н,unknown,монолитный,unknown,unknown,3.0,1,0.9166666666666666,0,0,797,51.1428506,71.3596759,1,517647.06,22000000
5740,3,88.9,15.0,15.0,Алматы,Алмалинский р-н,Legenda,монолитный,свежий ремонт,2 с/у и более,3.0,8,1.0,0,1,559,43.2342973,76.9093224,1,1271091.11,113000000
5741,3,57.7,4.0,4.0,Алматы,Ауэзовский р-н,unknown,панельный,"не новый, но аккуратный ремонт",совмещенный,2.6,59,1.0,0,1,500,43.2149014,76.87683609999999,0,658578.86,38000000
5742,2,43.5,7.0,8.0,Алматы,Жетысуский р-н,Kenesary,монолитный,черновая отделка,unknown,2.7,1,0.875,0,0,645,43.3409961,76.9314325,1,528735.63,23000000
5743,3,63.7,5.0,5.0,Алматы,Алмалинский р-н,unknown,панельный,unknown,раздельный,2.8,45,1.0,0,1,283,43.2500749,76.9082224,0,659340.66,42000000
5744,4,130.0,6.0,12.0,Астана,Нура р-н,GAUHARTAS,монолитный,unknown,2 с/у и более,3.0,0,0.5,0,0,139,50.2590518,57.1038533,1,576923.08,75000000
5745,3,80.0,15.0,21.0,Алматы,Бостандыкский р-н,AL’FARABI 27,монолитный,unknown,2 с/у и более,3.0,2,0.7142857142857143,0,0,798,43.2274805,76.939802,1,1650000.0,132000000
5746,4,123.6,8.0,12.0,Астана,Есильский р-н,unknown,unknown,unknown,2 с/у и более,3.0,5,0.6666666666666666,0,0,1600,51.0977475,71.4276535,1,849514.56,105000000
5747,1,42.0,4.0,7.0,Алматы,Алатауский р-н,Северное кольцо,монолитный,unknown,совмещенный,2.8,12,0.5714285714285714,0,0,528,43.3119649,76.8962941,1,547380.95,22990000
5748,1,55.0,19.0,20.0,Алматы,Алмалинский р-н,Манхеттен (29 квартал),монолитный,"не новый, но аккуратный ремонт",совмещенный,2.8,15,0.95,0,0,686,43.2433487,76.8771379,1,672727.27,37000000
5749,3,115.9,2.0,4.0,Алматы,Наурызбайский р-н,White Residence,монолитный,unknown,2 с/у и более,3.0,0,0.5,0,0,1006,43.2169826,76.8078742,0,876500.0,101586350
5750,1,43.0,3.0,12.0,Астана,Нура р-н,Sat City,монолитный,unknown,нет,3.0,6,0.25,0,0,495,51.1321945,71.3808738,1,581395.33,24999999
5751,2,70.0,5.0,9.0,Алматы,Наурызбайский р-н,Alem City 3,монолитный,свежий ремонт,unknown,9.0,3,0.5555555555555556,0,0,1218,43.2169826,76.8078742,0,600000.0,42000000
5752,1,42.0,12.0,24.0,Астана,unknown,unknown,unknown,unknown,unknown,2.7,7,0.5,0,0,68,51.1245422,71.479242,1,690476.19,29000000
5753,2,57.0,12.0,12.0,Шымкент,Аль-Фарабийский р-н,Medina,монолитный,свежий ремонт,unknown,3.0,4,1.0,0,1,150,42.3082264,69.6022122,1,500000.0,28500000
5754,1,39.3,5.0,9.0,Астана,Нура р-н,UIA.BIRLIK,монолитный,unknown,совмещенный,2.7,-1,0.6,0,0,2313,51.1282205,71.4306682,1,720000.0,28296000
5755,3,60.0,4.0,5.0,Шымкент,Енбекшинский р-н,unknown,панельный,свежий ремонт,раздельный,3.0,53,0.8,0,0,107,42.3146962,69.5983755,0,325000.0,19500000
5756,2,43.5,1.0,6.0,Алматы,Алатауский р-н,Arena City. Sport,монолитный,unknown,совмещенный,3.0,1,0.16666666666666666,1,0,1561,43.2720709,76.817708,1,641379.31,27900000
5757,1,41.0,8.0,10.0,Астана,Алматы р-н,Мунар,монолитный,"не новый, но аккуратный ремонт",unknown,2.7,12,0.8,0,0,175,51.1287399,71.48180165,0,451219.51,18500000
5758,1,45.0,12.0,12.0,Алматы,Алатауский р-н,Alatau City 2.0,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.8,9,1.0,0,1,1300,43.2609721,76.87274995,0,533333.33,24000000
5759,2,56.8,6.0,8.0,Алматы,Жетысуский р-н,Dragon City,монолитный,unknown,раздельный,2.7,5,0.75,0,0,599,43.2785036,76.9036016,1,563380.28,32000000
5760,2,47.0,2.0,5.0,Алматы,Медеуский р-н,Medeu City,монолитный,свежий ремонт,совмещенный,2.8,5,0.4,0,0,562,43.2849462,76.9892444,1,700000.0,32900000
5761,3,58.4,1.0,4.0,Алматы,Ауэзовский р-н,unknown,панельный,"не новый, но аккуратный ремонт",совмещенный,2.8,64,0.25,1,0,317,43.2149014,76.87683609999999,0,642123.29,37500000
5762,3,80.0,9.0,9.0,Астана,Нура р-н,ABADAN,кирпичный,свежий ремонт,раздельный,2.7,5,1.0,0,1,409,51.1554899,71.3717609,1,550000.0,44000000
5763,2,56.0,1.0,4.0,Алматы,Наурызбайский р-н,unknown,кирпичный,"не новый, но аккуратный ремонт",раздельный,2.78,41,0.25,1,0,1197,43.2169826,76.8078742,0,526785.71,29500000
5765,3,80.0,2.0,9.0,Астана,Есильский р-н,Техникум,монолитный,unknown,раздельный,2.7,6,0.2222222222222222,0,0,214,51.1079256,71.4273513,0,487500.0,39000000
5766,3,55.0,3.0,4.0,Алматы,Медеуский р-н,unknown,панельный,"не новый, но аккуратный ремонт",совмещенный,2.85,55,0.75,0,0,828,43.2458341,76.9513775,1,745454.55,41000000
5767,3,99.0,5.0,5.0,Алматы,Ауэзовский р-н,unknown,кирпичный,unknown,2 с/у и более,2.8,26,1.0,0,1,842,43.2149014,76.87683609999999,0,757575.76,75000000
5768,2,75.3,7.0,12.0,Шымкент,Каратауский р-н,SHAHRISTAN-2,монолитный,черновая отделка,2 с/у и более,3.0,1,0.5833333333333334,0,0,616,42.3512194,69.6236919,0,581400.0,43779420
5769,1,37.0,3.0,5.0,Астана,Есильский р-н,Куршевель,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,5,0.6,0,0,1177,51.1447312,71.3770565,1,700000.0,25900000
5770,3,136.0,6.0,42.0,Астана,Сарыарка р-н,Grand Alatau,монолитный,свежий ремонт,2 с/у и более,3.0,16,0.14285714285714285,0,0,605,51.1620476,71.4187034,1,625000.0,85000000
5771,1,40.0,4.0,4.0,Алматы,Бостандыкский р-н,unknown,кирпичный,unknown,unknown,2.85,56,1.0,0,1,72,43.2261794,76.89391225,0,875000.0,35000000
5772,3,52.0,2.0,5.0,Алматы,Медеуский р-н,Medeu City,монолитный,свежий ремонт,совмещенный,2.8,4,0.4,0,0,905,43.2849462,76.9892444,1,730769.23,38000000
5773,3,67.0,7.0,18.0,Астана,Есильский р-н,Respublika,монолитный,unknown,совмещенный,3.0,1,0.3888888888888889,0,0,639,51.1262099,71.3836769,1,768656.72,51500000
5774,3,85.0,7.0,9.0,Астана,Нура р-н,Green Town,кирпичный,свежий ремонт,2 с/у и более,3.0,1,0.7777777777777778,0,0,224,51.1284611,71.3723383,1,741176.46,62999999
5776,3,77.0,3.0,10.0,Астана,Есильский р-н,Apple City,монолитный,свежий ремонт,совмещенный,3.0,6,0.3,0,0,192,51.087785,71.4281699,1,642857.14,49500000
5777,1,45.0,16.0,16.0,Шымкент,Каратауский р-н,Tumar Apartments,монолитный,unknown,unknown,3.0,4,1.0,0,1,6,42.3939452,69.5911279,1,522222.22,23500000
5778,1,42.0,3.0,9.0,Астана,Есильский р-н,GreenLine.Terra,монолитный,unknown,unknown,3.0,4,0.3333333333333333,0,0,730,51.1392113,71.389709,1,819047.62,34400000
5779,3,58.0,1.0,3.0,Алматы,Жетысуский р-н,unknown,кирпичный,свежий ремонт,раздельный,2.7,47,0.3333333333333333,1,0,1095,43.2711002,76.9314325,0,560344.83,32500000
5780,1,38.4,1.0,4.0,Астана,Есильский р-н,Ainabulaq,монолитный,свежий ремонт,unknown,2.8,4,0.25,1,0,478,35.5707806,45.4319203,1,624479.17,23980000
5781,2,55.0,5.0,12.0,Астана,Нура р-н,Grand Turan Business,unknown,свежий ремонт,совмещенный,3.0,4,0.4166666666666667,0,0,339,51.1265596,71.401844,1,927272.73,51000000
5783,3,110.1,6.0,12.0,Астана,Есильский р-н,Landmark,монолитный,"не новый, но аккуратный ремонт",2 с/у и более,3.0,6,0.5,0,0,61,51.1256622,71.4181995,1,817438.69,90000000
5784,1,38.6,4.0,5.0,Алматы,Алатауский р-н,Aisafi,монолитный,свежий ремонт,совмещенный,3.0,2,0.8,0,0,634,43.2609721,76.87274995,0,665803.11,25700000
5785,3,110.6,3.0,5.0,Астана,Есильский р-н,Куршевель,монолитный,unknown,2 с/у и более,2.7,5,0.6,0,0,1178,51.1447312,71.3770565,1,406871.61,45000000
5786,4,133.67,3.0,4.0,Алматы,Наурызбайский р-н,Жайсан,кирпичный,черновая отделка,unknown,2.7,0,0.75,0,0,1069,43.2169826,76.8078742,0,493753.27,66000000
5787,1,36.3,1.0,9.0,Алматы,Алмалинский р-н,unknown,панельный,"не новый, но аккуратный ремонт",совмещенный,2.9,43,0.1111111111111111,1,0,716,43.25311,76.9036853,1,950413.22,34500000
5788,2,52.0,3.0,10.0,Алматы,Наурызбайский р-н,Хан Тенгри,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.9,14,0.3,0,0,823,43.2169826,76.8078742,0,711538.46,37000000
5789,4,149.0,18.0,20.0,Астана,Есильский р-н,Parkside,монолитный,свежий ремонт,unknown,3.0,1,0.9,0,0,746,51.1059851,71.4245692,1,1912751.68,285000000
5790,1,29.2,7.0,9.0,Астана,Есильский р-н,Nova City,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,10,0.7777777777777778,0,0,613,51.0891655,71.4504732,1,619863.01,18100000
5791,2,77.0,5.0,8.0,Астана,Сарайшык р-н,Австрийский квартал,монолитный,unknown,2 с/у и более,3.3,7,0.625,0,0,805,51.1156164,71.4777635,1,1168831.17,90000000
5792,3,86.4,5.0,9.0,Алматы,Алатауский р-н,unknown,иной,unknown,unknown,2.7,13,0.5555555555555556,0,0,429,43.2609721,76.87274995,0,572916.67,49500000
5793,2,53.0,17.0,20.0,Астана,Есильский р-н,Grand Turan Business,монолитный,"не новый, но аккуратный ремонт",совмещенный,3.0,4,0.85,0,0,876,51.1265596,71.401844,1,1056603.77,56000000
5794,2,52.01,5.0,12.0,Астана,Нура р-н,UIA.TARIH,кирпичный,unknown,совмещенный,3.0,0,0.6,0,0,2406,51.1282205,71.4306682,1,725000.0,37707250
5795,4,115.7,3.0,6.0,Алматы,Медеуский р-н,Arman City,монолитный,unknown,unknown,2.85,1,0.5,0,0,853,43.25297095,76.95745545,0,652549.7,75500000
5796,2,44.4,1.0,4.0,Алматы,Ауэзовский р-н,unknown,панельный,unknown,unknown,2.7,63,0.25,1,0,303,43.2149014,76.87683609999999,0,619369.37,27500000
5797,1,40.7,2.0,5.0,Алматы,Алмалинский р-н,unknown,кирпичный,свежий ремонт,совмещенный,2.85,57,0.4,0,0,266,43.3338725,77.0000089,1,1326781.33,54000000
5798,1,38.13,4.0,9.0,Астана,Нура р-н,UMIT,кирпичный,черновая отделка,совмещенный,3.0,0,0.4444444444444444,0,0,384,51.1230201,71.3663235,1,616312.61,23500000
5799,1,58.4,12.0,22.0,Астана,Сарайшык р-н,Гранд Астана,монолитный,"не новый, но аккуратный ремонт",совмещенный,3.0,15,0.5454545454545454,0,0,1172,51.1184932,71.4618178,1,426369.86,24900000
5800,2,45.0,3.0,5.0,Астана,Сарыарка р-н,unknown,панельный,unknown,раздельный,2.7,63,0.6,0,0,192,51.1879419,71.4141089,1,444444.44,20000000
5801,2,48.0,4.0,10.0,Алматы,Ауэзовский р-н,Уш Сункар,монолитный,unknown,unknown,10.0,9,0.4,0,0,29,43.2149014,76.87683609999999,0,687500.0,33000000
5802,3,84.7,5.0,5.0,Астана,Сарыарка р-н,unknown,панельный,"не новый, но аккуратный ремонт",раздельный,2.5,28,1.0,0,1,536,51.1961728,71.3881371,1,305785.12,25900000
5803,3,95.0,3.0,9.0,Алматы,Бостандыкский р-н,RAMS Signature,монолитный,unknown,unknown,3.0,1,0.3333333333333333,0,0,1049,43.2282335,76.9081708,1,1400000.0,133000000
5804,2,40.0,3.0,5.0,Алматы,Наурызбайский р-н,unknown,кирпичный,свежий ремонт,совмещенный,3.0,40,0.6,0,0,714,43.2169826,76.8078742,0,487500.0,19500000
5805,3,103.0,4.0,9.0,Астана,Нура р-н,Tumar Club,монолитный,unknown,раздельный,3.0,0,0.4444444444444444,0,0,523,51.1328909,71.3841409,1,737864.08,76000000
5806,3,100.0,4.0,5.0,Алматы,Бостандыкский р-н,Silver Hills,монолитный,свежий ремонт,2 с/у и более,3.0,4,0.8,0,0,529,43.2261794,76.89391225,0,1050000.0,105000000
5807,1,38.0,8.0,15.0,Астана,Алматы р-н,София,монолитный,unknown,совмещенный,3.0,4,0.5333333333333333,0,0,459,51.1282205,71.4306682,1,644736.82,24499999
5808,2,72.0,2.0,2.0,Алматы,Алатауский р-н,Алгабас,кирпичный,unknown,совмещенный,3.1,15,1.0,0,1,536,43.2609721,76.87274995,0,416666.67,30000000
5809,1,45.0,4.0,5.0,Алматы,Алатауский р-н,unknown,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.8,8,0.8,0,0,560,43.2609721,76.87274995,0,544444.44,24500000
5810,3,72.0,4.0,13.0,Алматы,Ауэзовский р-н,New Life,монолитный,свежий ремонт,совмещенный,3.0,2,0.3076923076923077,0,0,830,43.1894256,77.0163427,1,680555.56,49000000
5811,3,70.0,3.0,10.0,Алматы,Ауэзовский р-н,Soho-17,монолитный,unknown,раздельный,3.0,4,0.3,0,0,1026,43.1961001,76.8878161,1,900000.0,63000000
5812,1,44.1,15.0,15.0,Астана,Сарайшык р-н,Сенатор,монолитный,свежий ремонт,unknown,3.0,8,1.0,0,1,777,51.1277724,71.4742851,1,689342.4,30400000
5813,1,35.0,5.0,9.0,Астана,Сарыарка р-н,Parkland,панельный,unknown,раздельный,2.7,1,0.5555555555555556,0,0,769,51.1774631,71.3850933,1,671428.57,23500000
5814,3,85.0,5.0,10.0,Астана,Сарайшык р-н,Viva Grand,кирпичный,unknown,2 с/у и более,2.7,5,0.5,0,0,581,51.1095197,71.5398217,1,452941.18,38500000
5815,2,40.5,4.0,9.0,Астана,Сарайшык р-н,Бадана,кирпичный,"не новый, но аккуратный ремонт",совмещенный,2.75,5,0.4444444444444444,0,0,98,51.1402421,71.499211,1,481481.48,19500000
5816,1,41.5,7.0,9.0,Алматы,unknown,ASYL MURA,монолитный,черновая отделка,совмещенный,3.0,0,0.7777777777777778,0,0,563,43.2168347,76.8782978,1,1012048.19,42000000
5818,2,39.0,4.0,4.0,Алматы,Бостандыкский р-н,unknown,кирпичный,unknown,совмещенный,2.8,64,1.0,0,1,923,43.2261794,76.89391225,0,769230.77,30000000
5819,2,45.0,6.0,10.0,Алматы,Наурызбайский р-н,Alma City 5,монолитный,свежий ремонт,совмещенный,2.7,4,0.6,0,0,666,43.2169826,76.8078742,0,611111.11,27500000
5820,2,47.0,8.0,21.0,Астана,Есильский р-н,unknown,монолитный,свежий ремонт,совмещенный,2.8,2,0.38095238095238093,0,0,260,51.1176537,71.4290845,1,787234.02,36999999
5821,2,63.94,5.0,12.0,Астана,Нура р-н,Ayala,кирпичный,unknown,совмещенный,3.0,0,0.6,0,0,2067,51.1282205,71.4306682,1,625000.0,39962500
5822,1,40.0,8.0,9.0,Алматы,Наурызбайский р-н,Alatau Plus,монолитный,черновая отделка,unknown,2.7,1,0.8888888888888888,0,0,626,43.2169826,76.8078742,0,505000.0,20200000
5823,1,36.93,5.0,6.0,Алматы,Медеуский р-н,Dream City. Art,монолитный,unknown,2 с/у и более,2.7,0,0.6,0,0,3385,43.2363924,76.9457275,1,920000.0,33975600
5824,1,39.7,2.0,7.0,Астана,Есильский р-н,Prime Expo,монолитный,свежий ремонт,совмещенный,3.0,4,0.2857142857142857,0,0,802,51.0977285,71.4138077,1,831234.26,33000000
5825,2,67.0,4.0,5.0,Астана,Есильский р-н,Green House,монолитный,свежий ремонт,совмещенный,2.8,7,0.8,0,0,1066,51.1079256,71.4273513,0,776119.4,52000000
5826,2,46.9,5.0,9.0,Алматы,Ауэзовский р-н,Asyl Tas,монолитный,свежий ремонт,совмещенный,3.0,1,0.5555555555555556,0,0,1590,43.1988209,76.8418274,1,1292110.87,60600000
5828,3,105.1,8.0,12.0,Алматы,Бостандыкский р-н,Sholpan City,монолитный,свежий ремонт,2 с/у и более,2.9,6,0.6666666666666666,0,0,944,43.2028208,76.8728509,1,903901.05,95000000
5829,2,42.0,10.0,14.0,Астана,Есильский р-н,Capital Park. Emotions,монолитный,свежий ремонт,unknown,3.0,0,0.7142857142857143,0,0,286,51.0993827,71.4321172,1,873809.52,36700000
5830,2,53.0,17.0,21.0,Алматы,Алмалинский р-н,Каусар,монолитный,"не новый, но аккуратный ремонт",раздельный,2.8,14,0.8095238095238095,0,0,1408,43.189773,76.8628881,1,754716.96,39999999
5831,3,90.2,10.0,10.0,Астана,Есильский р-н,Коркем 4,монолитный,свежий ремонт,2 с/у и более,10.0,5,1.0,0,1,862,51.1012531,71.4297829,1,770509.98,69500000
5832,2,51.0,16.0,16.0,Астана,Есильский р-н,Поколение Бизнес,монолитный,свежий ремонт,совмещенный,3.0,1,1.0,0,1,235,51.1264622,71.4086877,1,1039215.69,53000000
5833,1,36.0,3.0,9.0,Алматы,Наурызбайский р-н,Nurly Dala 2,монолитный,свежий ремонт,совмещенный,2.62,1,0.3333333333333333,0,0,495,43.19762,76.750183,1,652777.78,23500000
5834,3,80.0,3.0,6.0,Алматы,Наурызбайский р-н,Alma City 4,монолитный,unknown,2 с/у и более,2.7,4,0.5,0,0,668,43.2169826,76.8078742,0,612500.0,49000000
5835,4,220.0,10.0,21.0,Алматы,Бостандыкский р-н,Apple Town,монолитный,"не новый, но аккуратный ремонт",2 с/у и более,3.3,15,0.47619047619047616,0,0,913,43.1790506,76.8681227,1,863636.36,190000000
5836,1,38.6,4.0,9.0,Алматы,Ауэзовский р-н,TAYMAS,монолитный,свежий ремонт,совмещенный,3.0,1,0.4444444444444444,0,0,1202,43.1961001,76.8878161,1,1295336.79,50000000
5837,3,88.35,4.0,9.0,Астана,Нура р-н,Sultan Beibarys,монолитный,unknown,unknown,3.0,1,0.4444444444444444,0,0,1619,51.1312609,71.371859,1,727787.21,64300000
5838,2,51.0,10.0,19.0,Астана,Алматы р-н,unknown,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,11,0.5263157894736842,0,0,418,51.1287399,71.48180165,0,568627.45,29000000
5839,1,29.5,2.0,4.0,Алматы,Бостандыкский р-н,unknown,кирпичный,unknown,совмещенный,2.85,64,0.5,0,0,34,43.2261794,76.89391225,0,847457.63,25000000
5840,1,35.23,5.0,6.0,Алматы,Алатауский р-н,Arena City. Sport,монолитный,unknown,совмещенный,2.7,0,0.8333333333333334,0,0,888,43.0110677,76.9470047,1,735168.89,25900000
5841,1,25.8,8.0,12.0,Астана,Сарайшык р-н,Tasty,кирпичный,unknown,unknown,2.7,0,0.6666666666666666,0,0,253,51.1197237,71.5009927,1,600775.19,15500000
5842,2,83.0,5.0,12.0,Алматы,Медеуский р-н,Ush Qonyr,монолитный,unknown,раздельный,2.8,6,0.4166666666666667,0,0,1026,43.2702218,76.9457466,1,783132.53,65000000
5843,1,58.0,16.0,16.0,Алматы,Наурызбайский р-н,Премьера,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.8,14,1.0,0,1,384,43.2169826,76.8078742,0,413793.1,24000000
5844,3,85.0,1.0,9.0,Астана,Есильский р-н,AruPark,монолитный,unknown,2 с/у и более,2.75,5,0.1111111111111111,1,0,1180,49.1573252,56.4904088,1,558823.53,47500000
5845,2,62.5,13.0,13.0,Астана,Алматы р-н,Алтын Раид,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,15,1.0,0,1,322,51.1287399,71.48180165,0,523200.0,32700000
5846,2,55.4,12.0,14.0,Астана,Алматы р-н,Кулан,монолитный,"не новый, но аккуратный ремонт",совмещенный,2.7,15,0.8571428571428571,0,0,421,51.1317046,71.5041822,1,465703.97,25800000
5847,4,117.63,9.0,17.0,Астана,Есильский р-н,MOD Ultra,монолитный,unknown,2 с/у и более,3.0,0,0.5294117647058824,0,0,752,51.0816855,71.4050528,1,764260.82,89900000
5848,1,40.0,2.0,9.0,Астана,Нура р-н,Меркурий 2,монолитный,unknown,unknown,2.7,10,0.2222222222222222,0,0,720,3.2440483,101.4260439,1,547500.0,21900000
5849,2,63.4,8.0,9.0,Алматы,Турксибский р-н,unknown,монолитный,свежий ремонт,раздельный,2.8,9,0.8888888888888888,0,0,1371,43.3107502,76.95789,0,607255.52,38500000
5850,2,46.0,2.0,5.0,Алматы,Бостандыкский р-н,unknown,панельный,свежий ремонт,раздельный,2.7,46,0.4,0,0,208,43.229961,76.9037758,1,945652.17,43500000
5851,1,31.0,2.0,18.0,Астана,Сарыарка р-н,Махаббат-2,монолитный,unknown,unknown,3.0,17,0.1111111111111111,0,0,295,51.1995914,71.3210749,1,409677.39,12699999
5852,3,68.54,5.0,9.0,Астана,Есильский р-н,Bosaga,монолитный,unknown,2 с/у и более,3.0,0,0.5555555555555556,0,0,998,51.0836163,71.4877754,1,576305.81,39500000
5853,1,30.0,5.0,5.0,Шымкент,Аль-Фарабийский р-н,unknown,панельный,"не новый, но аккуратный ремонт",unknown,2.8,44,1.0,0,1,274,42.3146962,69.5899715,0,390000.0,11700000
5854,2,47.44,3.0,12.0,Астана,Есильский р-н,Capital Park. Emotions,монолитный,черновая отделка,unknown,3.0,0,0.25,0,0,647,51.0993827,71.4321172,1,758853.29,36000000
5855,2,65.0,7.0,10.0,Шымкент,Каратауский р-н,unknown,монолитный,unknown,unknown,2.85,14,0.7,0,0,29,42.3512194,69.6236919,0,392307.69,25500000
5856,3,58.0,2.0,4.0,Алматы,Бостандыкский р-н,unknown,панельный,unknown,unknown,2.85,54,0.5,0,0,0,43.2223623,76.9322684,1,844827.59,49000000
5857,2,70.9,3.0,12.0,Алматы,Алмалинский р-н,Tarlan,монолитный,черновая отделка,2 с/у и более,3.0,0,0.25,0,0,1277,43.2638469,76.9252522,1,846262.34,60000000
5858,2,69.0,2.0,9.0,Алматы,Алатауский р-н,Ojet,монолитный,unknown,совмещенный,2.7,3,0.2222222222222222,0,0,651,43.2609721,76.87274995,0,637681.16,44000000
5860,4,185.0,4.0,4.0,Алматы,Бостандыкский р-н,Долина роз,монолитный,свежий ремонт,2 с/у и более,3.2,20,1.0,0,1,114,43.1851146,76.8760053,1,1351351.35,250000000
5861,2,60.0,5.0,14.0,Астана,Есильский р-н,Hazar,монолитный,свежий ремонт,2 с/у и более,2.7,6,0.35714285714285715,0,0,1691,51.0840053,71.4245369,1,731666.67,43900000
5862,4,120.0,4.0,18.0,Астана,Есильский р-н,Evolution,монолитный,unknown,2 с/у и более,3.0,1,0.2222222222222222,0,0,0,51.1030123,71.3959146,1,1166666.67,140000000
5863,1,39.0,4.0,9.0,Шымкент,Каратауский р-н,Прайм Парк,монолитный,unknown,совмещенный,3.0,3,0.4444444444444444,0,0,100,42.3512194,69.6145014,1,661538.46,25800000
5864,2,53.0,5.0,5.0,Алматы,Бостандыкский р-н,unknown,панельный,unknown,раздельный,2.8,43,1.0,0,1,743,43.2261794,76.89391225,0,896226.42,47500000
5865,3,95.0,7.0,10.0,Астана,Есильский р-н,Manhattan,кирпичный,свежий ремонт,2 с/у и более,3.0,5,0.7,0,0,730,51.1399096,71.3844946,1,842105.26,80000000
