,geocode_query,lat,lon
3196,"Астана, Туран 55/14",51.0895183,71.3913166
3197,"Астана, Сауран 34А",51.0965266,71.4111401
3198,"Астана, Нажмиденова 46",,
3199,"Алматы, Абая 35/37",43.2812238,76.8183497
3200,"Алматы, Мынбаева",43.2361409,76.899726
3201,"Астана, Богенбай Батыра 56а",51.1769646,71.4273854
3202,"Астана, Достык 13/2",51.1256407,71.4358305
3203,"Алматы, мкр Жулдыз-2 45",,
3204,"Астана, мкр Уркер, Сапырау жырау",,
3205,"Алматы, мкр Курамыс, Сейдимбек 110в",,
3206,"Алматы, мкр Карасу, Черёмушки",,
3207,"Шымкент, Нурсултана Назарбаева",42.3664756,69.6236919
3208,"Астана, А83 участок 11",,
3209,"Астана, Е 915 15",51.0887556,71.4664348
3210,"Алматы, Муратбаева 133",43.254053,76.9179519
3211,"Алматы, Байге",43.3067391,76.9974842
3212,"Алматы, Жандосова 31 Б",43.2287471,76.8896938
3213,"Алматы, мкр Тастак-2 49",,
3214,"Алматы, Суюнбая 306",43.3370418,76.9636017
3215,"Алматы, мкр Астана, Микрорайон Астана, 1/19",,
3216,"Алматы, мкр Тастак-1 1/1Б",,
3217,"Астана, Шамши Калдаякова 42",51.1156164,71.4777635
3218,"Астана, Е 652 22",51.9012937,4.4933113
3219,"Астана, Косшыгулулы 7",51.1677187,71.3911751
3220,"Алматы, мкр Керемет 127",,
3221,"Астана, Улы далы 84",,
3222,"Астана, Тлендиева 15/1",51.1792278,71.3747781
3223,"Алматы, мкр Аксай-1А 8",,
3224,"Алматы, мкр Айнабулак-1 8",,
3225,"Алматы, мкр Шугыла, Райымбека 590/1 к1",,
3226,"Астана, Бектурова 17/1",51.129084,71.400691
3227,"Алматы, ул. Алтын Орда 6/40к2",43.2173176,76.7774545
3228,"Астана, Просп. Кабанбай батыра 64",51.0855678,71.4025939
3229,"Астана, E-908 24",51.1160425,71.4002384
3230,"Алматы, Просп. Аль-Фараби 79",43.2110634,76.9154732
3231,"Шымкент, Назарбекова",42.3607348,69.6274284
3232,"Алматы, ул. Ауэзова 2/8",43.2600107,76.9038454
3233,"Астана, Сыганак 22/1 22/1",,
3234,"Астана, Женис 17 В",51.1684372,71.4110239
3235,"Алматы, Култобе 24/1-24/10",,
3236,"Алматы, Мустай Карима 12/16",,
3237,"Астана, Кошкарбаева 80/1",51.1276259,71.4918235
3238,"Алматы, мкр Кокжиек 46",,
3239,"Астана, Бейбарыс Султан 14",51.1728973,71.3594164
3240,"Алматы, Байкадамова",43.2133966,76.8930328
3241,"Шымкент, мкр Нижний Отырар 15/1",,
3242,"Астана, Республики 43а",51.1735336,71.4240563
3243,"Алматы, Есенова 36",43.269714,76.9533063
3244,"Астана, Туркестан",51.1532162,71.4653161
3245,"Шымкент, мкр Нурсат 205",,
3246,"Алматы, мкр Таугуль-3, Шаймерденова 32",,
3247,"Алматы, мкр Орбита-2 310",,
3248,"Алматы, ​24-я улица 1/1а",,
3249,"Алматы, мкр Шанырак-5, Аркалык 127 127",,
3250,"Астана, мкр Комсомольский, Мангилик Ел 51/2",,
3251,"Астана, Мадрид 3",,
3252,"Шымкент, мкр Туран 359/31",,
3253,"Астана, мкр Уркер",,
3254,"Астана, Абикена Бектурова",51.129084,71.400691
3255,"Алматы, Назарбаева 248/1",43.2238907,76.9542649
3256,"Шымкент, Мкр. Восток 45",,
3257,"Астана, мкр Комсомольский, Аль-фараби 40/2",,
3258,"Алматы, Толе би 218",43.2502207,76.8863119
3259,"Алматы, мкр Жетысу-2, Мкр. Жетысу-2",,
3260,"Астана, ул. Габидена Мустафина 7/1",51.1522937,71.5067312
3261,"Астана, Кошкарбаева",51.1259546,71.4796267
3262,"Алматы, Мкр. Таугуль-2",43.2105838,76.8828976
3263,"Алматы, Клочкова 170",43.2285913,76.9039435
3264,"Алматы, мкр Шугыла, Микрорайон Шугыла, проспект Алатау 12а/1",,
3265,"Астана, Токпанова 8",51.1380128,71.4613678
3266,"Алматы, Нурмакова 142",43.2582478,76.9054756
3267,"Алматы, мкр Кокмайса (Дорожник), Кокмайса",,
3268,"Астана, Акмешит 19/1",51.0987312,71.4174446
3269,"Астана, Нажимеденов 44, 44а",,
3270,"Алматы, мкр Аксай-4 70",,
3271,"Алматы, мкр Акбулак 6",,
3272,"Астана, Жубанова 31/1",51.1706547,71.4658131
3273,"Алматы, мкр Горный Гигант, Каппарова 254в/1",,
3274,"Астана, Культегин 3",51.1268958,71.3686287
3275,"Астана, ул. Е-915 11",51.0859234,71.4632142
3276,"Алматы, Брусиловского 21",43.2509803,76.8759396
3277,"Астана, Анет баба 9/1",51.1362853,71.3843862
3278,"Астана, Мустафина 13/1",51.1549551,71.5071123
3279,"Алматы, мкр Аксай-1, Райымбека 522/1",,
3280,"Астана, Улица А 52 8",51.1153924,71.5130652
3281,"Алматы, ул. Ади Шарипова 17/2",43.2611672,76.9202705
3282,"Алматы, Тулебаева 34",43.2656692,76.9479456
3283,"Алматы, Радостовца 280",43.2081229,76.8964386
3284,"Астана, Серкебаева 19к1",51.1645796,71.3846309
3285,"Алматы, мкр Нуркент 9 к11",,
3286,"Шымкент, 16-й микрорайон, 16-й микрорайон 38",,
3287,"Астана, E-15 13",51.1282578,71.3760107
3288,"Астана, Сауран 15/3",51.1115077,71.4144262
3289,"Алматы, мкр Акбулак, Дарабоз 83",,
3290,"Шымкент, мкр Север 46",,
3291,"Астана, Сауран 9Б",51.1161425,71.4161494
3292,"Алматы, мкр Кулагер, Серикова",,
3293,"Астана, Бейбарыс Султан 13",51.1699579,71.368322
3294,"Шымкент, 11-й микрорайон, Ш.Уалиханова 217 31",,
3295,"Алматы, Акселеу Сейдембек 105/6",,
3296,"Шымкент, мкр Нуртас, Жилмассив Нурсат 135",,
3297,"Алматы, 2- мкр 40г",,
3298,"Алматы, мкр Кайрат, ПК Кунаева 501/17",,
3299,"Алматы, мкр Алмагуль, Серкебаева 310",,
3300,"Алматы, Курмангазы 69",43.2443574,76.9397095
3301,"Астана, Район улицы Розы Баглановой",,
3302,"Алматы, гагарина 152",43.2328783,76.8960931
3303,"Алматы, Рыскулова Омарова блок 1",,
3304,"Астана, Шыңғыс Айтматова 79",51.1554899,71.3717609
3305,"Астана, Сагадат Нурмагамбетов",51.1161971,71.4837176
3306,"Алматы, Толе би 298/1",43.2442074,76.852404
3307,"Алматы, Айманова 172",43.1846181,76.8020363
3308,"Алматы, Сыбызгы",43.3170704,76.9961824
3309,"Астана, Сейфуллина 54/3",51.1716622,71.453807
3310,"Астана, Кудайбердиулы 23",,
3311,"Астана, Чингиза Айтматова 77/8",51.1662797,71.37109
3312,"Астана, Мангилик Ел 72",51.069973,71.4195168
3313,"Шымкент, 1 Мамыр 14 б",,
3314,"Шымкент, 17-й микрорайон, 17-й микрорайон 13/А",,
3315,"Алматы, мкр Жулдыз-2",,
3316,"Астана, ул. Ыкылас Дукенулы 16/1",,
3317,"Алматы, Толе ли",,
3318,"Алматы, мкр Ожет, Северное Кольцо 93/3",,
3319,"Астана, А. Бокейханова 3Б",,
3320,"Астана, Желтоксан 1",51.1718765,71.4160756
3321,"Астана, Алексей Петров 16/1",,
3322,"Алматы, мкр №10 А, Жандосова",,
3323,"Астана, Ул. Косшыгулулы 11",51.1686727,71.3887777
3324,"Алматы, мкр Думан-2, Мкрн Думан-2 57/2",,
3325,"Алматы, мкр Тастак-2 33",,
3326,"Шымкент, мкр МПС , Енбекшинский район. Акназар хан 51",,
3327,"Шымкент, Байтурсынова 35/7",42.3327185,69.5994011
3328,"Алматы, Райымбек 206/7",43.2634329,76.902557
3329,"Астана, бейбитшилик 42",51.1807005,71.4181007
3330,"Астана, Алихана Бокейхана 6",51.1164263,71.4380133
3331,"Астана, улица Рыскулбекова 27/2",51.159072,71.4994825
3332,"Алматы, мкр Нур Алатау, Шагын 14/3",,
3333,"Алматы, мкр Акжар, Береке К2",,
3334,"Алматы, Шолом-Алейхема 5",43.2252979,76.934314
3335,"Астана, A52 8",,
3336,"Астана, Алихан Бокейхан 27а",,
3337,"Алматы, Толе би 285/8",43.189773,76.8628881
3338,"Алматы, мкр Коктобе, Сагадат Нурмагамбетова",,
3339,"Астана, Кордай 2",51.1439897,71.4978193
3340,"Алматы, Мкр. Шугыла 341/2к5",,
3341,"Шымкент, мкр Северо-Запад, К. Толеметова 64",,
3342,"Астана, Сембинова 9",51.1691304,71.4493533
3343,"Астана, Чингиза Айтматова 33",51.1362485,71.3620736
3344,"Шымкент, Мкр. Нурсат",,
3345,"Алматы, ул. Карасай батыра 71",43.2510927,76.9376083
3346,"Алматы, Жарокова 37/1",43.2461802,76.8973273
3347,"Алматы, мкр Айнабулак-1, Айнабулак 1 9",,
3348,"Астана, мкр Уркер, Үкілі Ыбырай 2",,
3349,"Шымкент, 190 квартал 1138/1",42.3458947,69.6662647
3350,"Алматы, Тянь-Шанская 7",43.2666919,76.9669755
3351,"Алматы, ул. Фадеева, 38г 38г",,
3352,"Алматы, мкр Карасу 63",,
3353,"Шымкент, мкр Шымсити, Квартал 189 50а",,
3354,"Алматы, мкр Коккайнар, 20-й микрорайон",,
3355,"Астана, Жубан Молдагалиев 9",51.125604,71.3706686
3356,"Алматы, мкр Шугыла, Жуалы 29",,
3357,"Астана, просп. Сарыарка 43",51.1629159,71.4098662
3358,"Астана, Керей Жанибек хандары 16 ГОРЯЧАЯ ЦЕНА ДОМ БИЗНЕС КЛАСС",,
3359,"Астана, Мангилик Ел 54",51.0905448,71.4261063
3360,"Алматы, мкр Юбилейный, ул. ПК Горный Гигант",,
3361,"Астана, Доспанова 2/1",51.1254079,71.5074402
3362,"Алматы, Досмухамедова 68В",43.2489526,76.9252191
3363,"Астана, Мәңгілік Ел 33/2",51.1070938,71.4273164
3364,"Астана, Куйши Дина 35",51.1570508,71.4907527
3365,"Алматы, мкр №8 58",,
3366,"Астана, Кабанбай Батыра 58Б",51.0956859,71.4061648
3367,"Астана, Азильхан Нуршаихов 6",,
3368,"Астана, Алихана Бокейханова 11/1",,
3369,"Астана, Бухар жырау",51.0988262,71.4277518
3370,"Астана, Кошкарбаева 50/1",51.1273453,71.4978459
3371,"Алматы, Садвакасова 35",43.2197217,76.8357097
3372,"Шымкент, мкр Сайрам",,
3373,"Астана, Аль-Фараби 40/2",51.0870915,71.4506562
3374,"Астана, Туран 44/2",51.1030123,71.3959146
3375,"Алматы, Просп. Райымбека 590/15",43.2710071,76.9532759
3376,"Астана, А105 20 2",,
3377,"Алматы, Жарокова 188",43.2291079,76.9011688
3378,"Алматы, Утепова 31А",43.2183277,76.8889315
3379,"Алматы, Геологов 9",43.3529629,76.9258999
3380,"Алматы, Бауыржана Момышулы 5/4",43.2738244,76.817251
3381,"Астана, Б. Момышулы 14",,
3382,"Алматы, Какимбек Салыков",,
3383,"Шымкент, мкр Туран , Байдибек Би 3/1",,
3384,"Астана, Толе би 25/1ВЫГОДНО",,
3385,"Шымкент, мкр Спортивный 12",,
3386,"Алматы, Мкр-н Нуркент 5/14",,
3387,"Астана, Ч. Айтматова",,
3388,"Астана, Азильхан Нуршаихов 10, блок 1, 2",,
3389,"Алматы, мкр Кайрат, Сыбызгы",,
3390,"Астана, Шевченко",43.6661636,51.1569746
3391,"Алматы, мкр Айнабулак-2 32/2",,
3392,"Астана, Косшыгулулы 8/1",51.1697453,71.3936449
3393,"Астана, Баянауыл 1",51.1645263,71.4333311
3394,"Астана, Косшыгулулы 17",51.170164,71.3858605
3395,"Алматы, Жунисова 10 к1-16",,
3396,"Астана, Бухар Жырау 33/1",51.0993827,71.4321172
3397,"Астана, Байтурсынова 36",51.113269,71.5392208
3398,"Астана, Тасшокы, 6",51.1403763,71.4531039
3399,"Астана, Кайыма Мухамедханова 17",51.1408541,71.3871596
3400,"Алматы, Толе би 286/6",43.2475632,76.8681731
3401,"Алматы, Аскарова 12 4",43.1769839,76.8727099
3402,"Астана, Рыскулбекова 16/1-3",51.1605412,71.5030694
3403,"Алматы, мкр Каргалы 54/34",,
3404,"Алматы, мкр Жулдыз-1 8",,
3405,"Шымкент, Толе би 1",42.3070613,69.6108615
3406,"Астана, просп. Сарыарка 3",51.1737132,71.4048891
3407,"Астана, Кошкарбаев",,
3408,"Астана, E-15 9/2",51.1272393,71.3629512
3409,"Алматы, Евгений Брусиловский көш. 159блок6",,
3410,"Астана, Алихана Бокейханова 52",,
3411,"Астана, Сабира Рахимова 22",,
3412,"Астана, Асфендиярова",51.1333591,71.3791123
3413,"Алматы, Макаренко",43.2850956,76.9280379
3414,"Астана, Керей, Жанибек хандар 44/3",,
3415,"Алматы, мкр Кайрат 303/5",,
3416,"Астана, Ахмет Байтурсынулы 14а",,
3417,"Астана, Сыганак 24",51.1287727,71.3857408
3418,"Астана, ул. Сафуана Шаймерденова 4/1",51.1312266,71.5455645
3419,"Астана, Улица А 52, 8 8",51.1153924,71.5130652
3420,"Астана, Бейбарыс Султан 25/5",51.1728973,71.3594164
3421,"Астана, Алтынсарина 7",51.1906682,71.4121931
3422,"Алматы, Габдуллина 78",43.2282335,76.9081708
3423,"Астана, Алтынсарина 6",51.1889834,71.4115047
3424,"Астана, А91 12",5.8523426,118.119735
3425,"Алматы, Суюнбая 15",43.2842524,77.0121112
3426,"Алматы, Кунаева 130",43.2489346,76.9513128
3427,"Алматы, Ходжанова 92",43.2082862,76.9062298
3428,"Астана, Толе би 14/1",51.0988092,71.3893485
3429,"Астана, Акмешит 13к3",51.1224259,71.4261972
3430,"Астана, Кутпанова 28",51.1904765,71.4186012
3431,"Астана, Просп. Туран 37",51.1328426,71.4014752
3432,"Алматы, Тянь-Шанская 9",43.2666289,76.9661449
3433,"Алматы, Мкр. Дарабоз 19",,
3434,"Алматы, мкр Кайрат 100",,
3435,"Алматы, мкр Шугыла, Жунисова 12/1",,
3436,"Алматы, мкр №2",,
3437,"Шымкент, мкр Малый Самал, Байтурсынова 59А",,
3438,"Алматы, Толе би 181",43.2521429,76.9017188
3439,"Астана, Улы Дала 27",51.101379,71.3900803
3440,"Астана, ул. Санжара Асфендиярова 5",51.1332683,71.3812238
3441,"Астана, Туран 57/6",51.1030123,71.3959146
3442,"Астана, Баитурсунова 61",,
3443,"Алматы, Шарипова",43.2622756,76.919944
3444,"Астана, Республика 18б",51.1623317,71.4288778
3445,"Алматы, Рыскулбекова 37",43.2054541,76.872453
3446,"Астана, Косшыгулулы 14",51.1708488,71.3877582
3447,"Астана, Кабанбай батыра 60/а",51.0922576,71.4049935
3448,"Алматы, мкр Тастак-3, Утеген батыра 11",,
3449,"Астана, Косшыгулулы 19",51.1706621,71.3839703
3450,"Астана, Манглик Ел 56",,
3451,"Астана, Е 797 2",51.1348285,71.4031733
3452,"Алматы, Брусиловского",43.2372255,76.8792399
3453,"Алматы, мкр Коктем-2 бухар жирау",,
3454,"Алматы, мкр Жулдыз-1 19Д",,
3455,"Астана, Тыныбаев 14",51.1150508,71.4591133
3456,"Астана, Женис 26а",51.1720336,71.4128837
3457,"Астана, Сыганак 18/1",51.120919,71.4301217
3458,"Алматы, Абылай хана 127",43.2464089,76.942197
3459,"Астана, Улы Дала 45/1",51.0974623,71.4231027
3460,"Алматы, мкр Кокжиек, Жолымбет 42/5",,
3461,"Астана, Е15 9/2",,
3462,"Шымкент, Куаныша Толеметова 50/6",,
3463,"Шымкент, мкр Нурсат 97",,
3464,"Алматы, мкр Шугыла, Жунисова2/13 4",,
3465,"Шымкент, Желтоксан 32",42.3230715,69.5996413
3466,"Астана, Левый берег, Есильский район, Алихана Бокейхана 30",,
3467,"Астана, улица Ханов Керея и Жанибека 9",,
3468,"Алматы, Достык 99в",43.2291375,76.9598365
3469,"Алматы, Ауэзова 127",43.2147753,76.810462
3470,"Астана, Кошкарбаева 31",51.1284685,71.4929004
3471,"Алматы, Карасай батыра 345",43.2482653,76.9005154
3472,"Астана, Казыбек би 3/1",51.1260503,71.3937892
3473,"Алматы, Байтурсынова",43.3142428,76.8901392
3474,"Алматы, мкр Кокжиек 13",,
3475,"Алматы, мкр Аксай-4, Аксай 4",,
3476,"Астана, Кенесары 69а",51.1682574,71.4448635
3477,"Астана, Бердибек Сокпакбаев 1",,
3478,"Алматы, Токтабаева 20",43.210334,76.8789266
3479,"Алматы, мкр Ерменсай, Ушкемпирова",,
3480,"Шымкент, мкр Шапагат 108А",,
3481,"Алматы, ул. Наурызбай батыра 28",43.2620888,76.9356172
3482,"Астана, Брусиловского 18",51.1673633,71.4610403
3483,"Астана, Хусейн бен Талал 41",51.0785032,71.4348077
3484,"Астана, мкр Уркер, Шоссе Коргалжын 37",,
3485,"Алматы, мкр Акжар, Береке 7",,
3486,"Алматы, мкр Мамыр-1",,
3487,"Алматы, панфилова",43.2598939,76.9451912
3488,"Алматы, Просп. Назарбаева",43.2685368,76.9449958
3489,"Алматы, Омаровой 35/1",43.2249785,76.9747413
3490,"Алматы, Кабанбай батыра 135",43.2485506,76.9209072
3491,"Алматы, мкр Шугыла, Жуалы 5",,
3492,"Алматы, мкр Шугыла, Мкрн Шугыла 340/46 к15",,
3493,"Астана, Бейбарыс Сұлтан 11",51.1697844,71.3696963
3494,"Алматы, мкр Карасу, Заводская",,
3495,"Астана, Шамши Калдаяков 60Б, 60А",,
3496,"Шымкент, 189 квартал 2704",42.3458947,69.6662647
3497,"Алматы, мкр Казахфильм 19",,
3498,"Астана, Туран 89",51.0769001,71.3818478
3499,"Алматы, мкр Коктем-3",,
3500,"Астана, Казыбек би 35",51.1191578,71.3898183
3501,"Алматы, Маметовой",43.2657178,76.9400178
3502,"Астана, Манаса 20/1",51.1609395,71.4958887
3503,"Алматы, мкр Кулагер 50",,
3504,"Алматы, ЖК Манхэттен",,
3505,"Астана, ул. Хиуаз Доспановой 1",50.2732041,57.2151937
3506,"Алматы, Райымбека 241 г",43.2661064,76.9009721
3507,"Алматы, Чернышевского",43.3323446,76.9446012
3508,"Алматы, Кунаева",43.2502221,76.9515647
3509,"Алматы, мкр Дарабоз, Момышулы",,
3510,"Астана, Шамши Калдаякова 2/2",51.1156164,71.4777635
3511,"Алматы, 3-й мкр. 22",,
3512,"Алматы, Мкр. Шугыла 340/8",,
3513,"Алматы, Мауленова 133",43.2424765,76.9356873
3514,"Астана, ул. E 908 23",53.2752357,69.4151095
3515,"Астана, Каршыга Ахмедьярова",51.1096549,71.5049993
3516,"Алматы, мкр Аккент, Ақкент ш/а. 27",,
3517,"Астана, Рыскулова 16А",51.0818341,71.4296843
3518,"Алматы, мкр Аккент 57",,
3519,"Алматы, Ондасынова 20А",43.2050646,76.9798848
3520,"Астана, Мангилик Ел 26А",51.1136456,71.4346605
3521,"Алматы, ул. Алишера Навои 60",,
3522,"Алматы, Каныша Сатпаева 133/1",43.2329002,76.874871
3523,"Астана, ул. Беимбета Майлина 31",50.2812529,57.1025737
3524,"Астана, Ракымжан Кошкарбаев 54/1",,
3525,"Алматы, мкр Акбулак, 1-я улица 43/2",,
3526,"Алматы, Жүнісов көшесі 14/9",43.0408229,78.6423771
3527,"Астана, Аскар Токпанов 22",,
3528,"Астана, мкр Уркер, Шоссе Коргалжын 86",,
3529,"Алматы, Тимирязева 71",43.2264572,76.9080552
3530,"Алматы, Просп. Райымбека 590/16",43.2491993,76.8457122
3531,"Астана, Косшыгулулы 8/2",51.1699371,71.3924579
3532,"Астана, E 511 25",49.1573252,56.4904088
3533,"Алматы, мкр Таусамалы, Рыскулова 86а",,
3534,"Астана, Просп. Абылай Хана 52",51.1468373,71.5047815
3535,"Алматы, 14 блок",43.2061067,76.8956341
3536,"Алматы, мкр №10 А 12",,
3537,"Астана, Кудайбердыулы 4",51.1621688,71.4762405
3538,"Алматы, мкр Алгабас, Самал 1–33",,
3539,"Астана, Сатпаева 5",51.1468382,71.4672783
3540,"Алматы, Басенова",43.2219626,76.8920008
3541,"Астана, желтоксан 2/1",51.1624765,71.4200862
3542,"Астана, Абубакир Тыныбаев 5",51.1126316,71.4624511
3543,"Астана, Тауелсиздик 23",51.1439787,71.4584667
3544,"Алматы, Назарбаева 36/1",43.2685368,76.9449958
3545,"Шымкент, мкр Достык А2",,
3546,"Астана, Туран 46А",51.1110778,71.3996788
3547,"Шымкент, Калдаякова 21",42.3127118,69.5689784
3548,"Алматы, ул. Бакытжана Байкадамова 26",,
3549,"Алматы, мкр Кокжиек 2",,
3550,"Астана, ул. Ахмета Байтурсынова 22",51.1255616,71.4657048
3551,"Алматы, Мкр. Аксай-3 13",,
3552,"Алматы, мкр Тау Самал, Ладушкина 89",,
3553,"Астана, Аэзова",,
3554,"Алматы, мкр Акбулак, ул. Чуланова",,
3555,"Алматы, Торайгырова 45",43.2025874,76.8700503
3556,"Астана, Е-15 Квартира с ремонтом от застройщика 5",,
3557,"Алматы, Назарбаев 25",43.2698477,76.9439356
3558,"Астана, А.Токпанова 8/6",51.1380128,71.4613678
3559,"Алматы, 1/18 5",43.2710836,76.963924
3560,"Астана, Сарыарка 50",51.1995914,71.3210749
3561,"Алматы, мкр Аксай-1А 31А",,
3562,"Алматы, Тимирязева 66А",43.2241076,76.8952599
3563,"Шымкент, мкр Туран-2 52a",,
3564,"Астана, Просп. Туран 37/9",51.1309347,71.4022558
3565,"Шымкент, мкр Карасу, Абдыразакова 4",,
3566,"Астана, Республики 9/2",51.1607858,71.4264945
3567,"Астана, E 900 10",51.1338723,71.3954874
3568,"Астана, Жумекен Нажимеденов 26",51.1106398,71.5277587
3569,"Астана, Жүргенов 27",,
3570,"Алматы, мкр Кайрат, Белбулак 2",,
3571,"Астана, Туран 5/8",51.15238,71.4090863
3572,"Астана, Казыбек Би 21",51.0966208,71.3830653
3573,"Астана, мкр Пригородный",,
3574,"Астана, улица А-105 20/1",51.1288649,71.5564669
3575,"Астана, мкр Уркер, Е-429 26",,
3576,"Алматы, Галилея 65",43.2710722,76.9074558
3577,"Астана, проспект Сарыарка 5/1",51.1616358,71.408367
3578,"Алматы, Ғажайып 5/2 2",43.2709057,76.8136899
3579,"Шымкент, мкр Нуртас, Микрорайон Нурсат 3 141",,
3580,"Астана, Е-429",51.1428506,71.3596759
3581,"Алматы, мкр Аккент, Мкр. Аккент 97",,
3582,"Шымкент, мкр Акжайык, Толеметова",,
3583,"Шымкент, ул. С.Байтерекова 2Б, уг.Рыскулова, 2б",,
3584,"Астана, ул. Ахмета Байтурсынова 39/2",51.1209213,71.5028156
3585,"Астана, Чокина 9",,
3586,"Астана, Е 652 8",51.1160425,71.4002384
3587,"Алматы, Суюнбая 180а",43.3529882,76.9744302
3588,"Алматы, мкр Таугуль 44",,
3589,"Алматы, Ратушного 100",43.2962047,76.9134067
3590,"Алматы, мкр Кайрат 8/1",,
3591,"Астана, Ш.Калдаякова 32",,
3592,"Астана, Казыбек би 19",51.0966208,71.3830653
3593,"Алматы, Абая 117",43.2916362,76.8372623
3594,"Шымкент, мкр Туран 54A",,
3595,"Астана, Азербаева",51.1282244,71.5028769
3596,"Алматы, мкр. Самал-1 29",,
3597,"Астана, Бейбитшилик 55",51.1827157,71.4162138
3598,"Астана, Ахмет Байтурсынулы 36",50.2651844,57.1932407
3599,"Алматы, мкр Акбулак, Байтерекова 43/2",,
3600,"Астана, Анет баба 3",51.1375626,71.3829791
3601,"Астана, Турар Рыскулов 18/7",,
3602,"Алматы, мкр Коктем-1, Маркова 47",,
3603,"Астана, Жамбыла 71",51.1777295,71.4037808
3604,"Алматы, Толе би - Утеген батыра",43.2457195,76.855108
3605,"Алматы, Кажамкулова уг Айтекеби 126",,
3606,"Астана, Абылай хана 57/1",51.1495954,71.5024874
3607,"Астана, ул. Анет баба 4",51.1328909,71.3841409
3608,"Алматы, Назарбаева 235 Б",43.2685368,76.9449958
3609,"Астана, Бауыржан Момышулы 4",51.1372096,71.4698784
3610,"Алматы, ул. Еркегали Рахмадиева 4к9",,
3611,"Астана, Мустафина 21/5-7",,
3612,"Астана, Султан Бейбарыс 31",51.1728973,71.3594164
3613,"Алматы, мкр №7 2",,
3614,"Астана, Сулуколь 14",51.1810325,71.3492453
3615,"Алматы, мкр Коккайнар, Автоцон Саялы",,
3616,"Алматы, мкр Айнабулак-4",,
3617,"Астана, Омарова 1",51.1716469,71.4461832
3618,"Астана, Просп. Аль-Фараби 9/1",51.0990601,71.4501561
3619,"Астана, Мустафина 21/1-4",51.1502836,71.5065305
3620,"Алматы, Розыбакиева 197/3",43.2170253,76.8926006
3621,"Алматы, Валиханова",43.2644482,76.950055
3622,"Шымкент, Уалиханова 190б",42.3232415,69.6390206
3623,"Алматы, мкр Алгабас, Омарова 5",,
3624,"Астана, Бейбарыс Султан 18",51.1728973,71.3594164
3625,"Астана, ул. Аспара 1",51.1998589,71.3850385
3626,"Алматы, мкр Рахат, Аскарова",,
3627,"Шымкент, 18-й микрорайон, Рыскулова 33",,
3628,"Астана, ул. Ханов Керея и Жанибека 40",,
3629,"Астана, Жубан Молдагалиев 5",51.1217188,71.3764387
3630,"Астана, Туран 50",51.1063429,71.3981786
3631,"Алматы, мкр №9",,
3632,"Астана, Толе би 12",51.0972381,71.3875694
3633,"Астана, Санжара Асфендиярова 3",51.1329482,71.3773028
3634,"Алматы, мкр Тастыбулак, Таутаган 11",,
3635,"Алматы, Карасай батыра 206/37",43.2478518,76.8945573
3636,"Алматы, Суюнбая 302",43.3370418,76.9636017
3637,"Астана, ул. Е-882 7/1",,
3638,"Астана, Толе би 28",51.1012755,71.38825
3639,"Астана, Бейбитшилик",51.1765098,71.4196913
3640,"Астана, Ахмет Байтурсынова 9",51.1253887,71.4683437
3641,"Алматы, мкр Жас Канат, 1/62",,
3642,"Алматы, Гажайып 5/3",43.2709057,76.8136899
3643,"Астана, Турар Рыскулов 22",,
3644,"Алматы, ул. Омарова",43.3121324,76.9234014
3645,"Астана, Казыбек би 3, 3/1, 3/2",,
3646,"Алматы, мкр Айнабулак-2 60",,
3647,"Астана, просп. Улы Дала 88/1",51.0902505,71.4555843
3648,"Астана, Айтматова 45",51.1449391,71.3650171
3649,"Астана, Кабанбай батыра 11",51.1404261,71.4150636
3650,"Алматы, мкр Таугуль, Симферопольская",,
3651,"Астана, А 75",51.1282205,71.4306682
3652,"Алматы, Желтоксан 158",43.2455792,76.9411857
3653,"Алматы, мкр Кайрат 377",,
3654,"Алматы, Манаса 109а",43.2342973,76.9093224
3655,"Алматы, мкр Тастак-2 38",,
3656,"Астана, Улы Дала 38/1",50.2590518,57.1038533
3657,"Алматы, Аль-Фараби 27/4",43.2274805,76.939802
3658,"Астана, Просп. Мангилик Ел 45П",51.0977475,71.4276535
3659,"Алматы, Ш. Северное кольцо 86/13",43.3119649,76.8962941
3660,"Алматы, мкр Шугыла, Шыгула",,
3661,"Астана, ул. Калибека Куанышбаева 11/2",51.1245422,71.479242
3662,"Шымкент, улица Толе Би 12В",42.3082264,69.6022122
3663,"Шымкент, 12-й микрорайон, Пр.Жибек жолы 30",,
3664,"Алматы, мкр Дарабоз 13",,
3665,"Алматы, Бокейханова",43.2785036,76.9036016
3666,"Алматы, Халиуллина",43.2849462,76.9892444
3667,"Алматы, мкр №2 48",,
3668,"Алматы, мкр Таусамалы",,
3669,"Астана, Коргалжынское ш. 20/2",,
3670,"Алматы, ул. Кунаева",43.2458341,76.9513775
3671,"Алматы, мкр Мамыр-3 16",,
3672,"Шымкент, мкр Нурсат, Мкр. Нурсат",,
3673,"Астана, Е-321 22",51.1447312,71.3770565
3674,"Астана, Желтоксан 2",51.1620476,71.4187034
3675,"Алматы, мкр Коктем-1, Маркова",,
3676,"Астана, Кайыма Мухамедханова 6a",51.1392113,71.389709
3677,"Алматы, мкр Кокжиек, Геологов 3",,
3678,"Астана, E314 20",35.5707806,45.4319203
3679,"Астана, Достык 8/2",51.1256622,71.4181995
3680,"Алматы, Aisafi",,
3681,"Алматы, Айтиева 13",43.25311,76.9036853
